provision_id,topic,curriculum_version,source_kind,rule_type,rule_text,workload,eligibility,process,approval_evaluation,evidence_status,uncertainty,source_path,source_sha256,source_url,locator,normalization_notes
W021-2023-PPC-TCC-ANNEX-02,TCC,2023,PPC / Annex IV,regulation,"Art.2º O Trabalho de Conclusão de Curso (TCC) do curso de Informática Biomédica desdobrar-se-á administrativamente em duas disciplinas de 160 horas cada, nas versões extensionista ou padrão: I - CI1131: Trabalho Conclusão de Curso 1 em Informática Biomédica - extensionista II - CI1132: Trabalho Conclusão de Curso 2 em Informática Biomédica - extensionista III - CI1133: Trabalho Conclusão de Curso 1 em Informática Biomédica IV - CI1134: Trabalho Conclusão de Curso 2 em Informática Biomédica § 1º: As disciplinas de TCC extensionistas (itens I e II do caput) possuem carga horária de extensão, enquanto as disciplinas de TCC padrão (itens III e IV do caput) não possuem carga horária de extensão. § 2º: alunos podem se matricular em TCC 1 padrão e TCC 2 padrão caso tenham integralizado totalmente sua carga horária de curricularização de extensão por outros meios. § 3º: alunos podem se matricular em TCC 1 extensionista e TCC 2 padrão, ou vice versa, caso integralizem parcialmente sua carga horária de curricularização de extensão por outros meios.",160 hours per TCC discipline,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.2º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-03,TCC,2023,PPC / Annex IV,regulation,"Art. 3º Toda matrícula em TCC extensionista deve estar vinculada a um projeto de extensão, respeitando a regulamentação de curricularização da extensão definida pela UFPR e pelo PPC do curso. § 1º: cabe ao orientador definir e informar à Coordenação do curso o projeto ou programa de extensão a que cada matrícula em TCC deve ser vinculada. § 2º: a atividade de TCC extensionista de cada aluno será desenvolvida no contexto do projeto/programa de extensão informado pelo orientador, sendo este responsável pela avaliação das atividades realizadas. § 3º: a atividade de TCC extensionista deve definir temáticas que atendam os princípios da extensão e que prevejam interação com outros públicos, para além do orientador. § 4º: ao final de cada disciplina de TCC extensionista, o aluno deve produzir um relatório detalhando as atividades de extensionistas realizadas, que será entregue ao orientador para avaliação.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.3º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-04,TCC,2023,PPC / Annex IV,regulation,"Art.4º É responsabilidade de cada aluno a matrícula correta na disciplina de TCC. § 1º: Poderão se matricular no TCC apenas alunos que tenham cumprido ao menos 1500 (mil e quinhentas) horas da carga horária das disciplinas previstas na grade curricular. § 2º: A aprovação do projeto pelo Comitê de Ética em Pesquisa em Seres Humanos (CEP) ou pela Comissão de Ética no Uso de Animais (CEUA), caso necessária, deve ser apresentada no ato da matrícula.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.4º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-05,TCC,2023,PPC / Annex IV,regulation,Art.5º A monografia final resultantes dos TCCs deve ser escrita seguindo as normas da UFPR.,not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.5º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-06,TCC,2023,PPC / Annex IV,regulation,"Art.6º A monografia final e demais produtos desenvolvidos pela equipe durante o TCC deverão ser apresentados oralmente pelos autores a uma Banca de Avaliação: Art.7º As Bancas de Avaliação do TCC serão constituídas por três ou mais examinadores com a participação: I- Do professor orientador, como membro nato e presidente da banca sem direito a substituição; II - De dois ou mais examinadores indicados pelo orientador. Parágrafo único: Poderão atuar como examinadores portadores de título de graduação válidos em território brasileiro. Art.8º Compete aos membros das Bancas de Avaliação: I - Avaliar o trabalho realizado pela equipe; II - Solicitar correções ou alterações ao trabalho apresentado; III - Arguir a equipe após a apresentação de seu trabalho; IV - Comentar o projeto e fazer recomendações para o seu aperfeiçoamento; V - Atribuir uma nota ao conjunto do trabalho e apresentação; VI - Assinar a ata com o resultado final da Avaliação; VII - Informar, ao final da arguição o resultado a equipe.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.6º-8º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-07,TCC,2023,PPC / Annex IV,regulation,"Art.9º A sessão de apresentação do TCC será obrigatória e pública, podendo ser presencial ou remota. O não comparecimento implica na reprovação do ausente. A sessão será organizada da seguinte maneira I- De vinte a trinta minutos para a equipe expor oralmente o trabalho; II- Após a apresentação oral, arguição pelos membros da Banca.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.9º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-08,TCC,2023,PPC / Annex IV,regulation,"Art.10º: Na avaliação do TCC a banca avaliadora levará em consideração os seguintes requisitos e respectiva pontuação. I - Até 20 (vinte) pontos na apresentação oral, sendo os membros da equipe avaliados individualmente. II- Até 60 (sessenta) pontos na monografia. III- Até 20 (vinte) pontos no Desenvolvimento do Trabalho, sendo os membros da equipe avaliados individualmente pelo orientador principal. §1º A Banca de Avaliação do TCC lavrará ata atribuindo nota a cada item avaliado. §2º Os trabalhos que obtiverem notas entre 50 (cinquenta) e 100 (cem) serão considerados aprovados na disciplina de TCC. §3º As notas atribuídas pela banca são definitivas, não cabendo exame final.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.10º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-09,TCC,2023,PPC / Annex IV,regulation,Art.11º A Banca de Avaliação do TCC lavrará ata atribuindo nota a cada item do parágrafo anterior. Os trabalhos que obtiverem notas entre 50 (cinquenta) e 100 (cem) serão considerados aprovados na disciplina de TCC. I - As notas atribuídas aos trabalhos serão lançadas pelo próprio orientador. II - O orientador é responsável por enviar a ata e o pdf da monografia para a coordenação do curso através de procedimento definido pelo colegiado e disponível na página web do curso.,not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.11º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-TCC-ANNEX-10,TCC,2023,PPC / Annex IV,regulation,Art.12º Os casos omissos neste regulamento serão julgados no Colegiado do Curso de Informática Biomédica.,not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-26, Anexo IV, Art.12º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2011-INTERNSHIP-01,Internship,2011,PPC,scope/workload/process,"O curso de Bacharelado em Informática Biomédica prevê estágios como parte integrante das atividades formativas dos alunos. Neste sentido, o estágio não é obrigatório, mas pode ser contabilizado até o limite de 360 horas. A não-obrigatoriedade do estágio justifica-se porque: • Na área de computação há grande demanda de mão-de-obra, de forma que ofertas de estágios são abundantes, e a remuneração consideravelmente elevada, não havendo necessidade de forçá-los a procurar tal atividade; • Alunos que desejarem cursar uma pós-graduação, terão um melhor preparo se efetuarem trabalhos de iniciação científica em locais como o hospital universitário ou laboratórios de pesquisa. Neste caso, não é desejável obrigá-los a fazer ainda um estágio; • Ainda, não existe uma recomendação forte para que o estágio seja obrigatório, quando consideramos como referencial as sugestões do MEC e da Sociedade Brasileira de Computação. Os critérios de aceitação dos estágios não obrigatórios são regulamentados pelo Colegiado de Curso através da sua Comissão de Orientação de Estágios e Atividades Formativas (COEAF).",até 360 horas contabilizáveis,Estágio não obrigatório; critérios de aceitação regulamentados pelo Colegiado através da COEAF.,Aceitação regulamentada pelo Colegiado de Curso através da COEAF.,not stated,proven,none,curriculos/2011/fontes/ppc-2011.pdf,ab0bf7e45575baa9ad8cad429d5f5e2467093a5dd8c2852c7d54cdd0ec1f891d,https://ibm.inf.ufpr.br/media/ppc-bib-1-1.pdf,"PDF p. 26, seção 12.3 “Estágio curricular e TCC”","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-OVERVIEW,Internship,2023,PPC,scope/workload/eligibility,"ESTÁGIO CURRICULAR O estágio curricular está regulamentado em consonância com a definição do perfil do profissional egresso, bem como com os objetivos para a sua formação. O estágio pode ser realizado em duas modalidades: estágio obrigatório e não obrigatório. O objetivo dessas modalidades de estágio é de viabilizar ao aluno o aprimoramento técnico-científico na formação do profissional, mediante a análise e a solução de problemas concretos em condições reais de trabalho, por intermédio de situações relacionadas a natureza e especificidade do curso e da aplicação dos conhecimentos teóricos e práticos adquiridos. O estágio obrigatório tem carga horária de 220 horas, com duração de um semestre. Ele pode ser realizado em qualquer semestre após o aluno ter concluído as disciplinas dos três primeiros períodos do curso, chamadas disciplinas básicas. A disciplina de estágio obrigatório será ofertada no contraturno do curso, i.e., pelo período matutino. O Regulamento do Estágio consta no Anexo 3 deste PPC.","Obrigatório: 220 horas, duração de um semestre; não obrigatório: workload not stated.","Duas modalidades: estágio obrigatório e não obrigatório. Obrigatório após conclusão das disciplinas dos três primeiros períodos, chamadas disciplinas básicas.","Estágio obrigatório ofertado no contraturno, período matutino; regulamento no Anexo 3 do PPC.",not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF p. 9, seção “ESTÁGIO CURRICULAR”","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-RES-INTERNSHIP-01,Internship,2023,formal act,formal completion/workload,Art. 4º Para a integralização curricular o aluno deverá realizar estágio supervisionado com o total de 220 horas.,220 horas,Aluno para integralização curricular.,Realizar estágio supervisionado.,not stated,proven,none,curriculos/2023/fontes/resolucao-75-22-cepe.pdf,b003d94ffe7a5d91b4f352c6531186cbf2e1ce3a3ee2acc5e1267ad572826d1d,https://ibm.inf.ufpr.br/media/Resolucao-75-22-CEPE.pdf,"PDF p. 6, Art. 4º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-RES-INTERNSHIP-02,Internship,2023,formal act,matrix/workload/prerequisite,"CI1101 ESTÁGIO SUPERVISIONADO EM INFORMÁTICA BIOMÉDICA: PD 0, LB 0, CP 0, OR 0, ES 220, PE 0, TOT 220, EaD 0, EXT 0; pré-requisito: (CI1068 E CI1055 E CI1003 E MN162 E BA040 E CI1056 E CI1001 E CM304 E BQ112 E CI1212 E CI1057 E CI1002 E CM303 E BQ083 E CM310 E CM311 E BC056).",ES 220; TOT 220; all other listed workload cells 0,All listed prerequisite components: CI1068 E CI1055 E CI1003 E MN162 E BA040 E CI1056 E CI1001 E CM304 E BQ112 E CI1212 E CI1057 E CI1002 E CM303 E BQ083 E CM310 E CM311 E BC056.,7º período matrix entry.,not stated,proven,none,curriculos/2023/fontes/resolucao-75-22-cepe.pdf,b003d94ffe7a5d91b4f352c6531186cbf2e1ce3a3ee2acc5e1267ad572826d1d,https://ibm.inf.ufpr.br/media/Resolucao-75-22-CEPE.pdf,"PDF p. 7, Anexo I, 7º período, row CI1101","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-01,Internship,2023,PPC / Annex III,nature/modalities,"Art. 1º O Projeto Pedagógico do Curso de Bacharelado em Informática Biomédica da UFPR prevê a realização de estágio nas modalidades de estágio obrigatório e de estágio não obrigatório, em conformidade com as diretrizes curriculares - Lei Nº 11.788/2008, Resolução Nº 70/04-CEPE, Resolução Nº 46/10-CEPE e Instruções Normativas decorrentes e serão desenvolvidos conforme o estabelecido no presente Regulamento.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 19-19, Anexo III, Art. 1º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-02,Internship,2023,PPC / Annex III,nature,"Art. 2º O estágio conceituado como elemento curricular de caráter formador e como um ato educativo supervisionado previsto para o Curso de Bacharelado em Informática Biomédica, deve estar em consonância com a definição do perfil do profissional egresso, bem como com os objetivos para a sua formação propostos no Projeto Pedagógico do Curso. Capítulo II - DO OBJETIVO",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 19-19, Anexo III, Art. 2º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
